NR. CRT.,Indicativ drum,De la km,Pana la km,De la data,Pana la data,Intre localitatile,Cauza,Masuri de remediere si variante de ocolire,viz_name,map_zoom
2.28,DN22G,0+000,2+813,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN22G,"['0', '0', '2', '813']"
2.29,DN22H,0+000,1+590,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN22H,"['0', '0', '1', '590']"
2.3,DN22J,0+000,4+199,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN22J,"['0', '0', '4', '199']"
2.31,DN23,41+690,83+450,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"In data de 18.07.2024 , in intervalul orar 11:00 - 19:00, se vor institui restrictii de circulatie pentru autovehiculele cu masa totala maxima autorizata mai mare de 12 t,  acestea nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetul BRAILA.Aceste restrictii sunt instituite ca urmare a avertizarilor de canicula emise de catre Administratia Nationala de Meteorologie in data de 17.07.2024 , Cod Rosu , jud. BRAILA (temperaturi extreme 38 - 41 Grade Celsius) - val de caldura persistent, canicula, disconfort termic deosebit de accentuat.","Se vor institui restrictii de tonaj pentru M.T.M.A > 12 tone, cu exceptia :transporturilor de persoanetransporturilor de animale vii si de produse perisabile de origine animala si vegetala:vehicule care participi la interventii in caz de forta majoratransporturi funeraretransporturi postaletransporturi de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturi de marfuri sub temperatura controlata:transporturi pentru tractari vehicule avariatetransporturi pentru distribuirea de apa si hrana in zonele calainitatetransporturi cu vehicule specializate destinate prin constructie salubrizariitransporturi apa imbuteliata si bauturi racoritoaretransporturi produse provenite din exploatari agricoletransporturi militare implicate in exercitii multinationaleproduse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuit, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao. ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, contimente si miiodenii. pioduse nuti itionale speciale, divei.se produse alimentare si produse uscate, sucuri si bauturi alcoolice .si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are contracte de lucrari in derulare.",DN23,"['41', '690', '83', '450']"
2.32,DN2A,0+000,209+816,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN2A,"['0', '0', '209', '816']"
2.33,DN2B,38+731,125+571,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"In data de 18.07.2024 , in intervalul orar 11:00 - 19:00, se vor institui restrictii de circulatie pentru autovehiculele cu masa totala maxima autorizata mai mare de 12 t,  acestea nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetul BRAILA.Aceste restrictii sunt instituite ca urmare a avertizarilor de canicula emise de catre Administratia Nationala de Meteorologie in data de 17.07.2024 , Cod Rosu , jud. BRAILA (temperaturi extreme 38 - 41 Grade Celsius) - val de caldura persistent, canicula, disconfort termic deosebit de accentuat.","Se vor institui restrictii de tonaj pentru M.T.M.A > 12 tone, cu exceptia :transporturilor de persoanetransporturilor de animale vii si de produse perisabile de origine animala si vegetala:vehicule care participi la interventii in caz de forta majoratransporturi funeraretransporturi postaletransporturi de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturi de marfuri sub temperatura controlata:transporturi pentru tractari vehicule avariatetransporturi pentru distribuirea de apa si hrana in zonele calainitatetransporturi cu vehicule specializate destinate prin constructie salubrizariitransporturi apa imbuteliata si bauturi racoritoaretransporturi produse provenite din exploatari agricoletransporturi militare implicate in exercitii multinationaleproduse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuit, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao. ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, contimente si miiodenii. pioduse nuti itionale speciale, divei.se produse alimentare si produse uscate, sucuri si bauturi alcoolice .si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are contracte de lucrari in derulare.",DN2B,"['38', '731', '125', '571']"
2.34,DN2C,47+999,81+897,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN2C,"['47', '999', '81', '897']"
2.35,DN2S,5+806,79+562,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN2S,"['5', '806', '79', '562']"
2.36,DN2S,1+180,7+954,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"In data de 18.07.2024 , in intervalul orar 11:00 - 19:00, se vor institui restrictii de circulatie pentru autovehiculele cu masa totala maxima autorizata mai mare de 12 t,  acestea nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetul BRAILA.Aceste restrictii sunt instituite ca urmare a avertizarilor de canicula emise de catre Administratia Nationala de Meteorologie in data de 17.07.2024 , Cod Rosu , jud. BRAILA (temperaturi extreme 38 - 41 Grade Celsius) - val de caldura persistent, canicula, disconfort termic deosebit de accentuat.","Se vor institui restrictii de tonaj pentru M.T.M.A > 12 tone, cu exceptia :transporturilor de persoanetransporturilor de animale vii si de produse perisabile de origine animala si vegetala:vehicule care participi la interventii in caz de forta majoratransporturi funeraretransporturi postaletransporturi de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturi de marfuri sub temperatura controlata:transporturi pentru tractari vehicule avariatetransporturi pentru distribuirea de apa si hrana in zonele calainitatetransporturi cu vehicule specializate destinate prin constructie salubrizariitransporturi apa imbuteliata si bauturi racoritoaretransporturi produse provenite din exploatari agricoletransporturi militare implicate in exercitii multinationaleproduse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuit, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao. ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, contimente si miiodenii. pioduse nuti itionale speciale, divei.se produse alimentare si produse uscate, sucuri si bauturi alcoolice .si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are contracte de lucrari in derulare.",DN2S,"['1', '180', '7', '954']"
2.37,DN3,24+259,261+200,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN3,"['24', '259', '261', '200']"
2.38,DN3,0+000,24+249,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Va informam ca, in perioada 18.07.2024 , in intervalul orar 11.00 - 19.00, se vor institui restrictii de tonaj pentru MTMA > 12 tone pe sectoarele de autostrazi, drumuri expres si drumuri nationale din cauza temperaturilor extreme (37 - 42 grade Celsius) - (COD ROSU).","Exceptate de la aceste restrictii sunt:           transporturile de persoane           transporturile de animale vii si de produse perisabile de origine animala si vegetala           vehicule care participa la interventii in caz de forta majora           transporturi funerare           transporturi postale           transporturi de echipamente de prim ajutor           transporturi pentru distribuire de carburanti           transporturi de marfuri sub temperatura controlata           transporturi pentru tractari vehicule avariate           transporturi pentru distribuirea de apa si hrana in zonele calamitate           transporturi cu vehicule specializate destinate prin constructie salubrizarii           transporturi apa imbuteliata           transporturi produse provenite din exploatari agricole           transporturi militare implicate in exercitii multinationale.produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuit, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala.De asemenea, pe perioada restrictiilor vor fi exceptate atat utilajele proprii ale CNAIR, cat si utilajele inchiriate de la firmele cu care CNAIR are contracte de lucrari in derulare.",DN3,"['0', '0', '24', '249']"
2.39,DN31,0+000,60+420,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN31,"['0', '0', '60', '420']"
2.4,DN38,0+000,53+800,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN38,"['0', '0', '53', '800']"
2.41,DN39,0+000,54+580,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN39,"['0', '0', '54', '580']"
2.42,DN39B,0+000,2+700,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN39B,"['0', '0', '2', '700']"
2.43,DN39C,0+000,2+000,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN39C,"['0', '0', '2', '0']"
2.44,DN39D,0+000,1+609,2024-07-18 11:00:00,2024-07-18 19:00:00, - ,"Restrictiile de circulatie pe perioada codului rosu de canicula.In data de 18 iulie, intre orele 11.00 si 19.00, autovehiculele cu masa maxima autorizata > 12 tone, nu vor putea circula pe sectoarele de autostrazi, drumuri expres si drumuri nationale cuprinse in judetele Calarasi, Constanta, Ialomita, Tulcea.","Sunt exceptate de la respectarea acestor restrictii:transporturile de persoanetransporturile de animale vii si de produse perisabile de origine animala si vegetalavehiculele care participa la interventii in caz de forta majoratransporturile funeraretransporturile postaletransporturile de echipamente de prim ajutortransporturi pentru distribuire de carburantitransporturile de marfuri sub temperatura controlatatransporturile pentru tractari vehicule avariatetransporturile pentru distribuirea de apa si hrana in zonele calamitatetransporturile cu vehicule specializate destinate prin constructie salubrizariitransporturile de apa imbuteliata si bauturi racoritoaretransporturile de produse provenite din exploatari agricoletransporturile militare implicate in exercitii multinationaletransporturile de produse alimentare diverse (produse de panificatie, produse de patiserie si de cofetarie proaspete, piscoturi si biscuiti, produse de patiserie si de cofetarie conservate, zahar si produse conexe, cacao, ciocolata si produse zaharoase, paste fainoase, cafea, ceai si produse conexe, condimente si mirodenii, produse nutritionale speciale, diverse produse alimentare si produse uscate, sucuri si bauturi alcoolice si nealcoolice, inclusiv apa minerala).De asemenea, pe perioada restrictiilor, aceasta nu se va aplica utilajelor CNAIR S.A. si a celor cu care CNAIR S.A. are raporturi juridice in derulare.",DN39D,"['0', '0', '1', '609']"
