title,link_url,angajator,tip,publicat,expira,locatie_name,locatie_url,dosar
tehnician de radiologie și imagistică medicală debutant,tehnician-de-radiologie-si-imagistica-medicala-debutant-2/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
SEF SERVICIU ACHIZITII,sef-serviciu-achizitii-2/,"Spitalului Clinic Județean de Urgența ""Sfăntul Apostol Andrei"" , B-dul Tomis, Nr. 145, Constanța . 	","Funcție contractuală, Instituții județene, Funcții de conducere",24/08/2023,8/09/2023,Constanţa,Constanţa,Permanent
"instructor de educație extrașcolară debutant, Casier debutant",instructor-de-educatie-extrascolara-debutant-casier-debutant/,"Unitatea Militară nr. 02192 Constanța (Academia Navală ""Mircea cel Bătrân""","Funcție contractuală, Unități militare, Funcții de execuție",24/08/2023,7/09/2023,Constanţa,Constanţa,Permanent
"Sef centru, gradul  ii, s la centrul cantina sociala",sef-centru-gradul-ii-s-la-centrul-cantina-sociala/,directia de asistenta sociala iasi,"Funcție contractuală, Instituții locale, Funcții de conducere",24/08/2023,6/09/2023,Iaşi,Iaşi,Permanent
Muncitor de întreținere (0.5 normă),muncitor-de-intretinere-0-5-norma/,Școala Gimnazială Pârșcoveni,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,7/09/2023,Olt,Olt,Permanent
muncitor calificat 4-bucătar și muncitori necalificați,muncitor-calificat-4-bucatar-si-muncitori-necalificati/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
muncitori calificați,muncitori-calificati/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
REFERENT,referent-32/,CLUB SPORTIV CHITILA,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,8/09/2023,Ilfov,Ilfov,Permanent
curier,curier/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
inginer sistem 1A,inginer-sistem-1a/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
muncitor hidrometru,muncitor-hidrometru/,administratia bazinala de apa arges vedea,"Funcție contractuală, Instituții regionale, Funcții de execuție",24/08/2023,8/09/2023,Arges,Arges,Permanent
asistent medical balneofizioterapie debutant,asistent-medical-balneofizioterapie-debutant/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
INGRIJITOR SPATII,ingrijitor-spatii/,CREȘA „ Prichindel” ,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,12/09/2023,Galaţi,Galaţi,Permanent
redactor de rubrică,redactor-de-rubrica/,Redacția tribuna cluj napoca,"Funcție contractuală, Instituții județene, Funcții de execuție",24/08/2023,7/09/2023,Cluj,Cluj,Permanent
ASISTENT MEDICAL DEBUTANT,asistent-medical-debutant-8/,CENTRUL DE ASISTENȚA MEDICO-SOCIALĂ MOGOSESTI,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,7/09/2023,Giurgiu,Giurgiu,Permanent
Șef Serviciu Voluntar pentru Situații de Urgență,sef-serviciu-voluntar-pentru-situatii-de-urgenta-9/,"Primăria Comunei Ștefan cel Mare, Județul Neamț","Funcție contractuală, Primării, Funcții de execuție",24/08/2023,6/09/2023,Neamţ,Neamţ,Permanent
INFIRMIERĂ,infirmiera-32/,uat comuna Fitionesti ,"Funcție contractuală, Primării, Funcții de execuție",24/08/2023,6/09/2023,Vrancea,Vrancea,Permanent
"guard – 1 post, perioada nedeterminata, norma intreaga",guard-1-post-perioada-nedeterminata-norma-intreaga/,"PRIMARIA COMUNEI DUMBRAVENI, judetul vrancea","Funcție contractuală, Primării, Funcții de execuție",24/08/2023,6/09/2023,Vrancea,Vrancea,Permanent
manipulant bunuri,manipulant-bunuri-5/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
PEDAGOG SCOLAR,pedagog-scolar-8/,"Colegiului Tehnic Energetic Cluj-Napoca, str. Nicolae Pascaly, nr. 2-4","Funcție publică, Instituții locale, Funcții de execuție",24/08/2023,7/09/2023,Cluj,Cluj,Permanent
sofer 2,sofer-2-2/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
îngrijitoare,ingrijitoare-77/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
REFERENT,referent-33/,club sportiv chitila,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,8/09/2023,Ilfov,Ilfov,Permanent
asistent medical de farmacie,asistent-medical-de-farmacie-2/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
Consilier gr. IA,consilier-gr-ia-4/,autoritatea nationala pentru protecția consumatorilor,"Funcție contractuală, Guvern și ministere, Funcții de execuție",24/08/2023,7/09/2023,Bucureşti,Bucureşti,Permanent
inginer debutant și economist debutant,inginer-debutant-si-economist-debutant/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
Expert 1,expert-1/,DIRECTIA JUDETEANA DE STATISTICA HUNEDOARA,"Funcție contractuală, Instituții județene, Funcții de execuție",24/08/2023,7/09/2023,Hunedoara,Hunedoara,Temporar
expert 1 a,expert-1-a/,directia judeteana de statistica maramures,"Funcție contractuală, Instituții județene, Funcții de execuție",24/08/2023,7/09/2023,Maramureş,Maramureş,Temporar
SEF fORMATIE,sef-formatie-4/,sERVICIUL PUBLIC DE SALUBRIZARE TOPLITA,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Harghita,Harghita,Permanent
Asistent medical principal,asistent-medical-principal-15/,primaria Municipiului Odorheiu Secuiesc,"Funcție contractuală, Primării, Funcții de execuție",24/08/2023,6/09/2023,Harghita,Harghita,Permanent
bucatar (1 post),bucatar-1-post-2/,SPITALUL DE PSIHIATRIE SI PENTRU MASURI DE SIGURANTA SAPOCA,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Buzău,Buzău,Permanent
"Secretar II – S (0,5 normă)",secretar-ii-s-05-norma/,Școala Gimnazială Nr. 1 Vulturești,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,7/09/2023,Arges,Arges,Permanent
Inspector II,inspector-ii/,Unitatea Administrativ-Teritorială a Comunei Cotnari,"Funcție contractuală, Primării, Funcții de execuție",24/08/2023,7/09/2023,Iaşi,Iaşi,Permanent
"îngrijitor copii, post vacant, pe perioadă nedeterminată",ingrijitor-copii-post-vacant-pe-perioada-nedeterminata-2/,"Grădinița cu Program Prelungit Nr.33 Brașov ,  județul Brașov ","Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,7/09/2023,Braşov,Braşov,Permanent
Administrator patrimoniu  II – S (0.5 normă),administrator-patrimoniu-ii-s-0-5-norma/,Școala Gimnazială Nr. 1 Vulturești,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,7/09/2023,Arges,Arges,Permanent
"administrator patrimoniu, post vacant, pe perioadă nedeterminată",administrator-patrimoniu-post-vacant-pe-perioada-nedeterminata-3/,"Școala Gimnazială ”Alexandru Ciucurencu” Tulcea, județul Tulcea, ","Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,7/09/2023,Tulcea,Tulcea,Permanent
"MUNCITOR CALIFICAT- BUCĂTAR, treaptă profesională 2",muncitor-calificat-bucatar-treapta-profesionala-2/,Grădinița cu program prelungit phoenix,"Funcție publică, Instituții locale, Funcții de execuție",24/08/2023,8/09/2023,Dolj,Dolj,Permanent
referent de specialitate debutant,referent-de-specialitate-debutant-14/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
bibliotecar,bibliotecar-38/,"Primăria comunei Ipotești, județul Suceava","Funcție contractuală, Primării, Funcții de execuție",24/08/2023,6/09/2023,Suceava,Suceava,Permanent
ASISTENT MEDICAL CU STUDII POSTLICEALE SANITARE,asistent-medical-cu-studii-postliceale-sanitare/,sERVICIUL DE aMBULANȚĂ JUDEȚEAN BOTOȘANI,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,11/09/2023,Botoşani,Botoşani,Permanent
Informatician,informatician-liceul-de-marina-constanta/,"Liceul de Marină, Constanța","Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Constanţa,Constanţa,Permanent
"kinetoterapeut, asistent medical, infirmier",kinetoterapeut-asistent-medical-infirmier/,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI pROTECTIA COPILULUI SECTOR 3,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bucureşti,Bucureşti,Permanent
infirmieră debutantă,infirmiera-debutanta-4/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
sOFER MICROBUZ SCOLAR SI SOFER AUTOCAMION,sofer-microbuz-scolar-si-sofer-autocamion/,Primăria comunei nistorești,"Funcție contractuală, Primării, Funcții de execuție",24/08/2023,6/09/2023,Vrancea,Vrancea,Permanent
Îngrijitor la Parchetul de pe langa Judecătoria Dragasani,ingrijitor-la-parchetul-de-pe-langa-judecatoria-dragasani/,Parchetul de pe langa Curtea de Apel pitesti,"Funcție contractuală, Guvern și ministere, Funcții de execuție",24/08/2023,11/09/2023,Vâlcea,Vâlcea,Permanent
asistent medical debutant-medicină generală,asistent-medical-debutant-medicina-generala-2/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
registrator medical,registrator-medical-4/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
"administrator patrimoniu, post  vacant; îngrijitor , post  vacant, pe perioadă nedeterminată",administrator-patrimoniu-post-vacant-ingrijitor-post-vacant-pe-perioada-nedeterminata/,"     Școală Gimnazială ”Mircea Sântimbeanu” , Brad,  județul  Hunedoara","Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,7/09/2023,Hunedoara,Hunedoara,Permanent
merceolog,merceolog/,Redacția tribuna cluj napoca,"Funcție contractuală, Instituții județene, Funcții de execuție",24/08/2023,7/09/2023,Cluj,Cluj,Permanent
SECRETAR IS,secretar-is/,COLEGIUL nATIONAL  DRAGOS VODA ,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,8/09/2023,Suceava,Suceava,Temporar
medic specialist și medic rezident ultimul an specialitatea pneumologie,medic-specialist-si-medic-rezident-ultimul-an-specialitatea-pneumologie/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
brancardier,brancardier-9/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
"Logoped, psihopedagog debutant",logoped-psihopedagog-debutant-2/,COMUNA Dumbravita,"Funcție contractuală, Primării, Funcții de execuție",24/08/2023,7/09/2023,Timiş,Timiş,Permanent
Inspector debutant,inspector-debutant-4/,Primăria comunei Brănișca,"Funcție contractuală, Primării, Funcții de execuție",24/08/2023,7/09/2023,Hunedoara,Hunedoara,Permanent
referent II,referent-ii-4/,"Primăria comunei Malu, județul Giurgiu","Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,7/09/2023,Giurgiu,Giurgiu,Permanent
asistent de radiologie și imagistică medicală principal,asistent-de-radiologie-si-imagistica-medicala-principal/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
îngrijitor,ingrijitor-295/,"Scoala gimnaziala ""anton Pann""","Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,8/09/2023,Ilfov,Ilfov,Permanent
muncitori calificați 4-lucrător comercial,muncitori-calificati-4-lucrator-comercial/,Spitalul Clinic Județean de urgentă Bihor,"Funcție contractuală, Instituții locale, Funcții de execuție",24/08/2023,6/09/2023,Bihor,Bihor,Permanent
MUNCITOR CALIFICAT (BUCĂTAR),muncitor-calificat-bucatar-9/,"Colegiului Tehnic Energetic Cluj-Napoca, str. Nicolae Pascaly, nr. 2-4","Funcție publică, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Cluj,Cluj,Permanent
Muncitor calificat,muncitor-calificat-60/,"Statiunea de Cercetare-Dezvoltare pentru Cresterea Ovinelor si Caprinelor Popauti, Rachiti, judetul Botosani","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,7/09/2023,Botoşani,Botoşani,Permanent
"Îngrijitor M, post vacant, pe perioadă nedeterminată;",ingrijitor-m-post-vacant-pe-perioada-nedeterminata/,"Liceul Teoretic”Ion Agârbiceanu”,  Jibou, județul Sălaj","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Sălaj,Sălaj,Permanent
administrator patrimoniu,administrator-patrimoniu-48/,"SCOALA GIMNAZIALA ""avram iancu"" Alba Iulia","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Alba,Alba,Permanent
"îngrijitor post vacant, pe perioadă nedeterminată",ingrijitor-post-vacant-pe-perioada-nedeterminata-27/,"Școala Gimnazială, sat Nedelea comuna Ariceștii Rahtivani,   județul Prahova","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Prahova,Prahova,Permanent
MUNCITOR,muncitor-51/,Școala gimnazială ” Ovidiu Drimba” LugaȘU DE JOS,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Bihor,Bihor,Permanent
"Post contractual vacant de Administrator de patrimoniu (0,5 norma) pe perioadă nedeterminată",post-contractual-vacant-de-administrator-de-patrimoniu-05-norma-pe-perioada-nedeterminata/,GRĂDINIȚA NR. 24,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Bucureşti,Bucureşti,Permanent
INGRIJITOR,ingrijitor-303/,Liceul teoretic Mihai Eminescu,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Cluj,Cluj,Permanent
"BUCĂTAR CALIFICAT– personal  nedidactic, pe perioadă nedeterminată",bucatar-calificat-personal-nedidactic-pe-perioada-nedeterminata/,GRADINITA SCUFITA ROSIE,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Bucureşti,Bucureşti,Permanent
"muncitor necalificat, gradul 1",muncitor-necalificat-gradul-1/,"UAT COMUNA RUSETU, JUDETUL BUZAU","Funcție contractuală, Primării, Funcții de execuție",23/08/2023,6/09/2023,Buzău,Buzău,Permanent
SOFER TP I,sofer-tp-i-2/,Primaria comunei totesti,"Funcție contractuală, Primării, Funcții de execuție",23/08/2023,5/09/2023,Hunedoara,Hunedoara,Permanent
"coordonator personal de specialitate, asistent medical, medic, psihopedagog",coordonator-personal-de-specialitate-asistent-medical-medic-psihopedagog/,Direcția generală de asistență socială și protecția copilului covasna,"Funcție contractuală, Instituții locale, Funcții de conducere,Funcții de execuție",23/08/2023,6/09/2023,Covasna,Covasna,Permanent
"1 post muncitor   ,post vacant pe perioadă nedeterminată",1-post-muncitor-post-vacant-pe-perioada-nedeterminata/,"Unitatea  Administrativ Teritorială Ghergheşti ,judeţul Vaslui ","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Vaslui,Vaslui,Permanent
"Fizician medical, specialitate fizică medicală",fizician-medical-specialitate-fizica-medicala/,INSTITUTUL NAŢIONAL DE ENDOCRINOLOGIE “C.I. PARHON”,"Funcție contractuală, Instituții naționale, Funcții de execuție",23/08/2023,6/09/2023,Bucureşti,Bucureşti,Permanent
muncitor calificat fochist,muncitor-calificat-fochist-12/,colegiul național inochenție micu clain,"Funcție contractuală, Instituții județene, Funcții de execuție",23/08/2023,6/09/2023,Alba,Alba,Permanent
Muncitor necalificat,muncitor-necalificat-62/,"Statiunea de Cercetare-Dezvoltare pentru Cresterea Ovinelor si Caprinelor Popauti, Rachiti, judetul Botosani","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,7/09/2023,Botoşani,Botoşani,Permanent
îngrijtor curățenie,ingrijtor-curatenie/,Școala Gimnazială Mărgăritești,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Olt,Olt,Permanent
functii de executie,functii-de-executie/,spitalul clinic de urgenta BAGDASAR-ARSENI BUCURESTI,"Alte functii, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Bucureşti,Bucureşti,Permanent
inspector de specialitate,inspector-de-specialitate-54/,"Centrul Cultural și de Tineret ,,Ștefan Iordache”","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Bucureşti,Bucureşti,Permanent
Îngrijitor – 2 posturi,ingrijitor-2-posturi-16/,LICEUL TEORETIC SEBIȘ,"Funcție contractuală, Instituții locale, Nespecificat",23/08/2023,7/09/2023,Arad,Arad,Permanent
Portar I,portar-i-2/,"Centrul Școlar de Educație Incluzivă ,, Sf.Andrei "" Gura Humorului , jud Suceava ","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Suceava,Suceava,Permanent
muncitor calificat (electrician),muncitor-calificat-electrician-5/,PRIMARIA COMUNEI BALCANI,"Funcție contractuală, Primării, Funcții de execuție",23/08/2023,5/09/2023,Bacău,Bacău,Permanent
administrator si contabil cu 0.5 norma,administrator-si-contabil-cu-0-5-norma/,Comuna Priseaca,"Funcție contractuală, Primării, Funcții de execuție",23/08/2023,6/09/2023,Olt,Olt,Permanent
EXPERT IA,expert-ia-4/,DIRECTIA JUDETEANA DE STATISTICA SIBIU,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Sibiu,Sibiu,Temporar
Îngrijitor,ingrijitor-312/,"ȘCOALA Gimnazială ""Ioan Bădescu""","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Ilfov,Ilfov,Permanent
Administrator patrimoniu,administrator-patrimoniu-46/,Școala Gimnazială Aron Cotruș ,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Arad,Arad,Permanent
Șofer M I,sofer-m-i/,TEATRUL MUNICIPAL TONY BULANDRA DIN TARGOVISTE,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Dâmboviţa,Dâmboviţa,Permanent
inspector de specialitate,inspector-de-specialitate-52/,"Centrul Cultural și de Tineret ,,Ștefan Iordache”","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Bucureşti,Bucureşti,Permanent
audit public intern gr. I,audit-public-intern-gr-i/,Universitatea Națională de Artă Teatrală și Cinematografică I L Caragiale București,"Funcție contractuală, Instituții naționale, Funcții de execuție",23/08/2023,5/09/2023,Bucureşti,Bucureşti,Permanent
PAZNIC,paznic-81/,"Liceul Tehnologic ""Alexandru VlahuŢĂ"", localitatea Şendriceni","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Botoşani,Botoşani,Permanent
Director financiar contabil,director-financiar-contabil-24/,spitalul judetean de urgenta pitesti,"Funcție contractuală, Instituții județene, Funcții de conducere",23/08/2023,4/09/2023,Arges,Arges,Temporar
Asistent social,asistent-social-8/,PRIMĂRIA COMUNEI cRÂMPOIA,"Funcție contractuală, Primării, Funcții de execuție",23/08/2023,6/09/2023,Olt,Olt,Permanent
BUCATAR,bucatar-31/,CREȘA „ Prichindel” ,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,8/09/2023,Galaţi,Galaţi,Permanent
Expert 1a,expert-1a-6/,DIRECTIA JUDETEANA DE STATISTICA MURES,"Funcție contractuală, Instituții județene, Funcții de execuție",23/08/2023,7/09/2023,Mureş,Mureş,Temporar
Functie contractuala de executie Expert 1A PERIOADA DETERMINATA,functie-contractuala-de-executie-expert-1a-perioada-determinata-3/,Direcția Regională de Statistică a Municipiului București,"Funcție contractuală, Guvern și ministere, Funcții de execuție",23/08/2023,5/09/2023,Bucureşti,Bucureşti,Temporar
inspector de specialitate,inspector-de-specialitate-53/,"Centrul Cultural și de Tineret ,,Ștefan Iordache”","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Bucureşti,Bucureşti,Permanent
un post de ingrijitor pe perioada nedeterminata,un-post-de-ingrijitor-pe-perioada-nedeterminata/,"COLEGIUL TEHNIC ,,IULIU MANIU”","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Bucureşti,Bucureşti,Permanent
"Paznic, Școala Gimnazială leonardo da Vinci",paznic-scoala-gimnaziala-leonardo-da-vinci/,Școala Gimnazială Leonardo da Vinci,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
Director financiar contabil,director-financiar-contabil-23/,Sanatoriul de Nevroze  Predeal,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Braşov,Braşov,Permanent
INGINER s i CU ATRIBUTII ssm,inginer-s-i-cu-atributii-ssm/,universitatea ovidius din constanta,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Constanţa,Constanţa,Permanent
Administrator sef facultate,administrator-sef-facultate/,Universitatea tehnica „Gheorghe Asachi” din Iasi,"Funcție contractuală, Instituții locale, Funcții de conducere",23/08/2023,5/09/2023,Iaşi,Iaşi,Permanent
"Muncitor calificat, Muncitor necalificat si sofer",muncitor-calificat-muncitor-necalificat-si-sofer/,primaria oras Chitila,"Funcție contractuală, Primării, Funcții de execuție",23/08/2023,5/09/2023,Ilfov,Ilfov,Permanent
ŞEF BIROU,sef-birou-14/,Unitatea militară 01912 borcea,"Funcție contractuală, Unități militare, Funcții de conducere",23/08/2023,6/09/2023,Călăraşi,Călăraşi,Permanent
îngrijitor,ingrijitor-311/,Grădiniţa cu Program Prelungit Micul Print Baia Mare ,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,8/09/2023,Maramureş,Maramureş,Permanent
mEDIC SPECIALIST IN SPECIALITATEA boli infectioase,medic-specialist-in-specialitatea-boli-infectioase/,Spitalul Orășenesc Deta,"Funcție contractuală, Instituții locale, Funcții de conducere",23/08/2023,6/09/2023,Timiş,Timiş,Permanent
Bibliotecar metodist gradul II cu studii superioare,bibliotecar-metodist-gradul-ii-cu-studii-superioare/,"Biblioteca Județeană Mureș, Târgu-Mureș, județul Mureș","Funcție contractuală, Instituții județene, Funcții de execuție",23/08/2023,6/09/2023,Mureş,Mureş,Permanent
îngrijitor,ingrijitor-321/,"Școala Gimnazială ""ioan bădescu""","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Ilfov,Ilfov,Permanent
"infirmieră creșă -6 posturi, îngrijitoare -3 posturi, bucătar -1 post",infirmiera-cresa-6-posturi-ingrijitoare-3-posturi-bucatar-1-post-2/,Grădinița cu Program Prelungit Nr. 22,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Botoşani,Botoşani,Permanent
inspector de specialitate,inspector-de-specialitate-56/,"Centrul Cultural și de Tineret ,,Ștefan Iordache”","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Bucureşti,Bucureşti,Permanent
"Îngrijitor, Instructor Educație Extrașcolară,  Muncitor  – Bucătar, Paznic",ingrijitor-instructor-educatie-extrascolara-muncitor-bucatar-paznic/,Centrul Școlar pentru Educație Inclusivă Mihălceni,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Vrancea,Vrancea,Permanent
iNGRIJITOR,ingrijitor-313/,"Colegiul NATIONAL ""NICOLAE GRIGORESCU"", MUNICIPIUL CAMPINA","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Prahova,Prahova,Permanent
"PAZNIC, PERSONAL NEDIDACTIC",paznic-personal-nedidactic/,GRADINITA SCUFITA ROSIE,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Bucureşti,Bucureşti,Permanent
Inspector de specialitate gradul IA,inspector-de-specialitate-gradul-ia-8/,directia judeteana de drumuri si poduri suceava,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Suceava,Suceava,Permanent
MUNCITOR CALIFICAT GRAD I,muncitor-calificat-grad-i/,PRIMARIA COMUNEI VIISOARA,"Funcție contractuală, Primării, Funcții de execuție",23/08/2023,8/09/2023,Cluj,Cluj,Permanent
muncitor (bucătar),muncitor-bucatar-5/,Seminarul Teologic Liceal Ortodox Sf Gheorghe,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Botoşani,Botoşani,Permanent
"secretart, post vacant, pe perioadă nedeterminată",secretart-post-vacant-pe-perioada-nedeterminata/,"Şcoala Gimnazială Prejmer,  Prejmer,  județul Braşov","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Braşov,Braşov,Permanent
îngrijitor,ingrijitor-305/,GRĂDINIȚA NR.3 vOLUNTARI,"Funcție publică, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Ilfov,Ilfov,Temporar
INGINER S I cu atributii PSI si PROTECTIE CIVILA,inginer-s-i-cu-atributii-psi-si-protectie-civila-3/,universitatea ovidius din constanta,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,6/09/2023,Constanţa,Constanţa,Permanent
Inspector de specialitate gradul IA,inspector-de-specialitate-gradul-ia-7/,directia judeteana de drumuri si poduri suceava,"Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Suceava,Suceava,Permanent
muncitor calificat treapta iv,muncitor-calificat-treapta-iv-2/,comuna vALEA LARGA,"Funcție contractuală, Primării, Funcții de execuție",23/08/2023,5/09/2023,Mureş,Mureş,Permanent
"administrator de patrimoniu IS 0,5 normă",administrator-de-patrimoniu-is-05-norma/,"Școala Gimnazială Băița, județul Hunedoara","Funcție contractuală, Instituții județene, Funcții de execuție",23/08/2023,6/09/2023,Hunedoara,Hunedoara,Permanent
"ADMINISTRATOR, GRADUL 1",administrator-gradul-1/,"UAT COMUNA RUSETU, JUDETUL BUZAU","Funcție contractuală, Primării, Funcții de execuție",23/08/2023,6/09/2023,Buzău,Buzău,Permanent
ADMINISTRATOR PATRIMONIU,administrator-patrimoniu-47/,"Liceul Tehnologic ""Alexandru VlahuŢĂ"", localitatea Şendriceni","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Botoşani,Botoşani,Permanent
inspector de specialitate,inspector-de-specialitate-55/,"Centrul Cultural și de Tineret ,,Ștefan Iordache”","Funcție contractuală, Instituții locale, Funcții de execuție",23/08/2023,5/09/2023,Bucureşti,Bucureşti,Permanent
