"localitate","judet","cod_judet","siruta","tip_localitate","lat","long","populatie","namecheck"
"Ghilad","Timis","TM",159400,,"45.4650145328","21.1382430709",2040,"GHILAD"
"Bălești","Vrancea","VN",175206,,"45.4403399379","27.2370313953",2039,"BALESTI"
"Coșbuc","Bistrita-Nasaud","BN",33177,,"47.3654432662","24.3922030361",2037,"COSBUC"
"Răbăgani","Bihor","BH",30648,,"46.7467584822","22.2381770463",2036,"RABAGANI"
"Pogăceaua","Mures","MS",118824,,"46.676057601","24.3121978071",2034,"POGACEAUA"
"Râmnicelu","Braila","BR",43732,,"45.2826209003","27.5420672594",2033,"RIMNICELU"
"Găgești","Vaslui","VS",163903,,"46.33124326","27.9732077203",2033,"GAGESTI"
"Olari","Arad","AR",11502,,"46.3861454319","21.5448651703",2028,"OLARI"
"Comana","Constanta","CT",61452,,"43.8945855402","28.3184434099",2027,"COMANA"
"Slobozia Moară","Dambovita","DB",105142,,"44.5986485994","25.7312557084",2026,"SLOBOIA MOARA"
"Stoenești","Giurgiu","GR",105348,,"44.1449413455","25.8898903765",2022,"STOENESTI"
"Viișoara","Botosani","BT",39658,,"48.1623401062","26.7455127724",2021,"VIISOARA"
"Bucinișu","Olt","OT",126077,,"43.9479615521","24.2510085235",2021,"BUCINISU"
"Valea Vinului","Satu Mare","SM",139287,,"47.7200059003","23.1882565718",2019,"VALEA VINULUI"
"Cungrea","Olt","OT",126503,,"44.66720184","24.3818174031",2018,"CUNGREA"
"Frumoasa","Teleorman","TR",152993,,"43.7933721814","25.4691112197",2018,"FRUMOASA"
"Vutcani","Vaslui","VS",167035,,"46.4630661732","27.951751126",2016,"VUTCANI"
"Drăgoești","Valcea","VL",169547,,"44.8189777375","24.2945232868",2016,"DRAGOESTI"
"Ciohorăni","Iasi","IS",100362,,"47.1352037504","26.6895482724",2012,"CIOHORANI"
"Valea Sării","Vrancea","VN",178313,,"45.8768599965","26.7987347731",2012,"VALEA SARII"
"Movila","Ialomita","IL",94081,,"44.5374656348","27.7177134506",2009,"MOVILA"
"Gherghița","Prahova","PH",133429,,"44.799880843","26.2697239153",2009,"GHERGHITA"
"Ticvaniu Mare","Caras-Severin","CS",54305,,"45.1404536653","21.6410742295",2008,"TICVANIU MARE"
"Scundu","Valcea","VL",172947,,"44.8392512232","24.1893335584",2006,"SCUNDU"
"Paulești","Vrancea","VN",178910,,"45.8915397544","26.6891386272",2004,"PAULESTI"
"Glăvile","Valcea","VL",170168,,"44.8206466022","24.1392050779",2003,"GLAVILE"
"Măldărești","Valcea","VL",171272,,"45.1221039928","24.0002209234",2003,"MALDARESTI"
"Poboru","Olt","OT",128301,,"44.6606826942","24.4951379293",2002,"POBORU"
"Ilieni","Covasna","CV",64425,,"45.7956145982","25.7729628164",2001,"ILIENI"
"Brădești","Harghita","HR",83151,,"46.3433402334","25.3426865767",2001,"BRADESTI"
"Augustin","Brasov","BV",42498,,"46.0461298125","25.5533304622",2000,"AUGUSTIN"
"Bira","Neamt","NT",121386,,"47.0230953473","27.0450391657",2000,"BIRA"
"Uda","Arges","AG",19392,,"44.8908003362","24.5692991192",1999,"UDA"
"Urmeniș","Bistrita-Nasaud","BN",35312,,"46.7717921797","24.3656600189",1999,"URMENIS"
"Săndulești","Cluj","CJ",55311,,"46.5809807566","23.7221200914",1995,"SANDULESTI"
"Cincu","Brasov","BV",40820,,"45.9157296748","24.8049578269",1992,"CINCU"
"Boșorod","Hunedoara","HD",88449,,"45.6828214503","23.0939031519",1992,"BOSOROD"
"Voșlăbeni","Harghita","HR",86339,,"46.6445395687","25.6229043107",1991,"VOSLABENI"
"Roșiori","Ialomita","IL",179828,,"44.6126534274","26.5349597615",1988,"ROSIORI"
"Rapoltu Mare","Hunedoara","HD",90663,,"45.8655417571","23.0751838234",1986,"RAPOLTU MARE"
"Alma","Sibiu","SB",146012,,"46.2135921904","24.4803663641",1986,"ALMA"
"Herăști","Giurgiu","GR",179757,,"44.2117430139","26.3590341285",1986,"HERASTI"
"Mușetești","Gorj","GJ",80908,,"45.140216556","23.4632719938",1982,"MUSETESTI"
"Vătava","Mures","MS",120138,,"46.9610932603","24.7650682797",1980,"VATAVA"
"Cuci","Mures","MS",116439,,"46.4642685716","24.1562256843",1978,"CUCI"
"Bujoru","Teleorman","TR",152314,,"43.710921637","25.5631484135",1978,"BUJORU"
"Godinești","Gorj","GJ",80427,,"45.0069937352","22.9663641376",1972,"GODINESTI"
"Rusca Montană","Caras-Severin","CS",53728,,"45.5674098998","22.4581606631",1969,"RUSCA MONTANA"
"Coțofenii din Față","Dolj","DJ",74875,,"44.4597099212","23.6568811176",1969,"COTOFENII DIN FATA"
"Toporu","Giurgiu","GR",154709,,"44.014807871","25.6572925456",1969,"TOPORU"
"Coronini","Caras-Severin","CS",53489,,"44.6800361986","21.6855229373",1968,"CORONINI"
"Pomi","Satu Mare","SM",138618,,"47.7009537525","23.3083176871",1964,"POMI"
"Dămienești","Bacau","BC",22111,,"46.7368355082","26.9962036341",1955,"DAMIENESTI"
"Budești","Bistrita-Nasaud","BN",32768,,"46.876878581","24.2445342993",1955,"BUDESTI"
"Călmățuiu","Teleorman","TR",152412,,"43.9694952338","24.8652023893",1953,"CALMATUIU"
"Vărgata","Mures","MS",120076,,"46.5795905038","24.8021388163",1952,"VARGATA"
"Gostinu","Giurgiu","GR",103354,,"43.9973812283","26.1229690532",1951,"GOSTINU"
"Catane","Dolj","DJ",74842,,"43.9261729468","23.413383243",1949,"CATANE"
"Foieni","Satu Mare","SM",137728,,"47.6975892994","22.3864375754",1948,"FOIENI"
"Prunișor","Mehedinti","MH",113233,,"44.6087413113","22.91739323",1947,"PRUNISOR"
"Vișinești","Dambovita","DB",69394,,"45.1107221778","25.5543406021",1946,"VISINESTI"
"Doclin","Caras-Severin","CS",52650,,"45.3011702728","21.6532410454",1945,"DOCLIN"
"Glogova","Gorj","GJ",80365,,"44.9064250967","22.9155579934",1942,"GLOGOVA"
"Ruginoasa","Neamt","NT",125105,,"46.9862185187","26.70634632",1942,"RUGINOASA"
"Olari","Prahova","PH",136250,,"44.7848244051","26.2172841509",1940,"OLARI"
"Iepurești","Giurgiu","GR",103693,,"44.2567564408","25.8839010556",1939,"IEPURESTI"
"Bâcleș","Mehedinti","MH",110571,,"44.4847508138","23.1244992721",1939,"BICLES"
"Platonești","Ialomita","IL",180000,,"44.6071172591","27.6970584558",1938,"PLATONESTI"
"Bogata","Mures","MS",115824,,"46.4564081536","24.1196171498",1936,"BOGATA"
"Lemnia","Covasna","CV",64461,,"46.0707751991","26.2727699121",1935,"LEMNIA"
"Vârfuri","Dambovita","DB",69447,,"45.0982713334","25.5151582282",1934,"VIRFURI"
"Diculești","Valcea","VL",174502,,"44.6140381902","23.9779799941",1934,"DICULESTI"
"Mitoc","Botosani","BT",38376,,"48.1036279497","27.0336424119",1933,"MITOC"
"Vânători","Mehedinti","MH",113849,,"44.2392920689","22.9311935078",1933,"VANATORI"
"Năruja","Vrancea","VN",176891,,"45.8265955791","26.7785100456",1932,"NARUJA"
"Andreiașu de Jos","Vrancea","VN",175126,,"45.757800149","26.8351059294",1931,"ANDREIASU DE JOS"
"Cotmeana","Arges","AG",15983,,"44.9726656559","24.6177481119",1930,"COTMEANA"
"Sfântu Gheorghe","Ialomita","IL",94456,,"44.6434751777","26.8656199153",1930,"SFANTU GHEORGHE"
"Talpa","Teleorman","TR",154521,,"44.2872598157","25.2932824154",1930,"TALPA"
"Sârbii - Măgura","Olt","OT",130366,,"44.5272967745","24.6958492125",1928,"SARBII - MAGURA"
"Drăganu","Arges","AG",16506,,"44.932116015","24.7132964303",1926,"DRAGANU"
"Cârlibaba","Suceava","SV",147713,,"47.5747415989","25.1290787204",1926,"CIRLIBABA"
"Vrata","Mehedinti","MH",114079,,"44.1919664793","22.8492834549",1924,"VRATA"
"Almăj","Dolj","DJ",70566,,"44.4467798999","23.7071736985",1923,"ALMAJ"
"Cătina","Cluj","CJ",56773,,"46.8454195004","24.1643133483",1921,"CATINA"
"Păuleni-Ciuc","Harghita","HR",83375,,"46.3950268591","25.8363636113",1921,"PAULENI-CIUC"
"Seaca","Olt","OT",128864,,"44.1515866547","24.7614861113",1921,"SEACA"
"Petrești","Satu Mare","SM",138501,,"47.6068635566","22.3673811877",1919,"PETRESTI"
"Boghiș","Salaj","SJ",180037,,"47.1551186619","22.7387983049",1919,"BOGHIS"
"Concești","Botosani","BT",36532,,"48.1566070468","26.5594043431",1916,"CONCESTI"
"Tortoman","Constanta","CT",63189,,"44.3449031165","28.221941161",1916,"TORTOMAN"
"Buceș","Hunedoara","HD",88788,,"46.187687095","22.9433016899",1915,"BUCES"
"Fruntișeni","Vaslui","VS",167231,,"46.2063433971","27.7690410067",1912,"FRUNTISENI"
"Birchiș","Arad","AR",10006,,"45.9649548783","22.1699459137",1910,"BIRCHIS"
"Stelnica","Ialomita","IL",94492,,"44.4125733282","27.8818477919",1905,"STELNICA"
"Valea Ciorii","Ialomita","IL",94688,,"44.7176863278","27.5549222487",1903,"VALEA CIORII"
"Găvănești","Olt","OT",130302,,"44.4172444939","24.0165441942",1903,"GAVANESTI"
"Morărești","Arges","AG",17423,,"45.0079915701","24.5634659091",1901,"MORARESTI"
"Subcetate","Harghita","HR",85877,,"46.8557879146","25.4327535191",1901,"SUBCETATE"
"Chirpăr","Sibiu","SB",144456,,"45.8949685229","24.59820352",1901,"CHIRPAR"
"Vela","Dolj","DJ",74616,,"44.2777377787","23.4208776421",1898,"VELA"
"Mușenița","Suceava","SV",149584,,"47.9673738681","25.9449636423",1898,"MUSENITA"
"Totești","Hunedoara","HD",91624,,"45.5750952833","22.8876152047",1896,"TOTESTI"
"Beleți-Negrești","Arges","AG",14352,,"44.9381499502","25.0769133791",1895,"BELETI-NEGRESTI"
"Negrești","Neamt","NT",125169,,"47.0293831552","26.379582174",1890,"NEGRESTI"
"Vârghiș","Covasna","CV",64997,,"46.1273704939","25.5590090478",1884,"VIRGHIS"
"Cordăreni","Botosani","BT",36649,,"47.9945826375","26.5969505353",1883,"CORDARENI"
"Glimboca","Caras-Severin","CS",52936,,"45.494986807","22.3219435676",1883,"GLIMBOCA"
"Băița de Sub Codru","Maramures","MM",107118,,"47.5297502104","23.1498263162",1881,"BAITA DE SUB CODRU"
"Terebești","Satu Mare","SM",139054,,"47.6804424231","22.7208284907",1880,"TEREBESTI"
"Pucheni","Dambovita","DB",68565,,"45.1850706945","25.2800142787",1879,"PUCHENI"
"Câlnic","Alba","AB",4106,,"45.88699993","23.6591128293",1878,"CALNIC"
"Siliștea","Braila","BR",43992,,"45.3112468264","27.8347037343",1878,"SILISTEA"
"Cilibia","Buau","BZ",46251,,"45.0601851201","27.0652939199",1876,"CILIBIA"
"Cosâmbești","Ialomita","IL",93236,,"44.5602594061","27.4365705596",1876,"COSAMBESTI"
"Răstolița","Mures","MS",118931,,"46.9722181398","24.9928236378",1876,"RASTOLITA"
"Seaca de Câmp","Dolj","DJ",74108,,"43.9324853024","23.219926882",1874,"SEACA DE CIMP"
"Braniștea","Mehedinti","MH",114060,,"44.2420075367","22.9735425656",1874,"BRANISTEA"
"Pantelimon","Constanta","CT",62609,,"44.5458922232","28.3309428663",1872,"PANTELIMON"
"Viișoara","Mures","MS",120218,,"46.2961261066","24.5990594919",1872,"VIISOARA"
"Sălciile","Prahova","PH",135146,,"44.8165097636","26.492456624",1871,"SALCIILE"
"Romanu","Braila","BR",43787,,"45.2904505074","27.7476230036",1870,"ROMANU"
"Românești","Iasi","IS",98738,,"47.2829581449","27.3200243843",1870,"ROMANESTI"
"Jorăști","Galati","GL",76638,,"45.9916375159","27.8729229093",1869,"JORASTI"
"Surani","Prahova","PH",135404,,"45.1961409292","26.1914378206",1869,"SURANI"
"Gemenele","Braila","BR",43242,,"45.2861783377","27.6413132157",1867,"GEMENELE"
"Șeica Mică","Sibiu","SB",145738,,"46.0548066087","24.1302597043",1867,"SEICA MICA"
"Corbița","Vrancea","VN",175787,,"46.1658775919","27.2989621817",1862,"CORBITA"
"Viișoara","Vaslui","VS",166707,,"46.3797621689","27.8976014311",1860,"VIISOARA"
"Căbești","Bihor","BH",28077,,"46.7708353044","22.373601729",1859,"CABESTI"
"Cărpinet","Bihor","BH",28193,,"46.4559928043","22.4937922665",1859,"CARPINET"
"Micfalău","Covasna","CV",65139,,"46.0534194441","25.8373667815",1854,"MICFALAU"
"Traian","Teleorman","TR",154736,,"43.7672042105","25.0049422074",1854,"TRAIAN"
"Bârsa","Arad","AR",10051,,"46.3846949036","22.0743936577",1851,"BIRSA"
"Letca","Salaj","SJ",141786,,"47.3339589704","23.457020898",1851,"LETCA"
"Beștepe","Tulcea","TL",161552,,"45.0924105475","29.0147768132",1851,"BESTEPE"
"Costești","Iasi","IS",100282,,"47.2342803976","26.9262227505",1850,"COSTESTI"
"Porumbeni","Harghita","HR",86487,,"46.2754923271","25.1362048609",1849,"PORUMBENI"
"Alimpești","Gorj","GJ",78542,,"45.1025953022","23.8011197706",1848,"ALIMPESTI"
"Căscioarele","Calarasi","CL",101724,,"44.1273073208","26.4695959923",1848,"CASCIOARELE"
"Țaga","Cluj","CJ",59826,,"46.9504054463","24.0534181584",1846,"TAGA"
"Ipatele","Iasi","IS",97553,,"46.9191311323","27.435838403",1846,"IPATELE"
"Bilciurești","Dambovita","DB",66401,,"44.739227385","25.8141394348",1845,"BILCIURESTI"
"Bixad","Covasna","CV",65121,,"46.1022520932","25.8634351472",1844,"BIXAD"
"Homoroade","Satu Mare","SM",137899,,"47.6291474729","23.0636966606",1842,"HOMOROADE"
"Gepiu","Bihor","BH",32195,,"46.9303405345","21.7901590919",1840,"GEPIU"
"Otelec","Timis","TM",159525,,"45.6147831988","20.8495227073",1840,"OTELEC"
"Amărăști","Valcea","VL",168309,,"44.7670190382","24.1527703144",1840,"AMARASTI"
"Alțina","Sibiu","SB",143888,,"45.9326686107","24.463185056",1834,"ALTINA"
"Băcia","Hunedoara","HD",88047,,"45.8029610699","23.0085857696",1833,"BACIA"
"Icoana","Olt","OT",127322,,"44.4096105229","24.7249054015",1833,"ICOANA"
"Racovița","Valcea","VL",172509,,"45.4060081191","24.3114975536",1830,"RACOVITA"
"Vânjuleț","Mehedinti","MH",113894,,"44.4437546391","22.7933595821",1829,"VINJULET"
"Voivodeni","Mures","MS",120316,,"46.7058961568","24.6271248564",1829,"VOIVODENI"
"Malaia","Valcea","VL",171021,,"45.3521468443","24.0433668914",1829,"MALAIA"
"Gogoșari","Giurgiu","GR",103309,,"43.8591405121","25.712722151",1828,"GOGOSARI"
"Brăduleț","Arges","AG",14753,,"45.2819691663","24.7809006446",1826,"BRADULET"
"Stejaru","Teleorman","TR",154415,,"44.1844677488","24.8858034152",1826,"STEJARU"
"Topalu","Constanta","CT",63045,,"44.544938686","28.0484667007",1825,"TOPALU"
"Suceveni","Galati","GL",77288,,"46.0095038296","28.0223424379",1823,"SUCEVENI"
"Șamșud","Salaj","SJ",142854,,"47.345798558","22.9535273056",1818,"SAMSUD"
"Noșlac","Alba","AB",6048,,"46.4058199332","23.9310949155",1816,"NOSLAC"
"Obârșia de Câmp","Mehedinti","MH",112744,,"44.1719442095","22.9850365779",1815,"OBIRSIA DE CIMP"
"Foeni","Timis","TM",157004,,"45.499015586","20.8772746287",1814,"FOENI"
"Crețești","Vaslui","VS",163208,,"46.6318647623","27.9615452512",1814,"CRETESTI"
"Săcădat","Bihor","BH",30871,,"47.0428542329","22.1431241489",1811,"SACADAT"
"Lisa","Brasov","BV",41346,,"45.7282124282","24.8508171267",1810,"LISA"
"Forotic","Caras-Severin","CS",52856,,"45.2332952407","21.5842385805",1808,"FOROTIC"
"Peregu Mare","Arad","AR",11637,,"46.2338208954","20.9079075147",1807,"PEREGU MARE"
"Năeni","Buau","BZ",47854,,"45.093578468","26.4927591929",1806,"NAENI"
"Cernătești","Dolj","DJ",71723,,"44.4491135355","23.4355615871",1805,"CERNATESTI"
"Drăghiceni","Olt","OT",125490,,"44.1261266147","24.2553553889",1804,"DRAGHICENI"
"Romuli","Bistrita-Nasaud","BN",34360,,"47.5461495364","24.4369846175",1803,"ROMULI"
"Ștefan cel Mare","Olt","OT",129282,,"43.8105879796","24.2233829913",1803,"STEFAN CEL MARE"
"Valea Măcrișului","Ialomita","IL",105794,,"44.7437864169","26.830145524",1802,"VALEA MACRISULUI"
"Dodești","Vaslui","VS",167286,,"46.3545456229","27.8931127014",1802,"DODESTI"
"Păsăreni","Mures","MS",118753,,"46.4916245906","24.6939853827",1801,"PASARENI"
"Poplaca","Sibiu","SB",143502,,"45.7281536211","24.0538026812",1799,"POPLACA"
"Samarinești","Gorj","GJ",81656,,"44.7567995982","23.0440590291",1797,"SAMARINESTI"
"Sohodol","Alba","AB",7446,,"46.3390235617","23.0127904289",1795,"SOHODOL"
"Drăcșenei","Teleorman","TR",152797,,"44.2252740276","24.9824786579",1794,"DRACSENEI"
"Peceneaga","Tulcea","TL",161151,,"45.0084883623","28.148723233",1794,"PECENEAGA"
"Dobrești","Arges","AG",16427,,"44.9663700831","25.1296130961",1792,"DOBRESTI"
"Bordești","Vrancea","VN",175439,,"45.5551942409","27.0433728152",1792,"BORDESTI"
"Cornea","Caras-Severin","CS",52115,,"45.0410801908","22.3251639873",1791,"CORNEA"
"Ghindeni","Dolj","DJ",74915,,"44.2122280688","23.9233638899",1788,"GHINDENI"
"Luncoiu de Jos","Hunedoara","HD",90208,,"46.0763356235","22.7907990884",1788,"LUNCOIU DE JOS"
"Chibed","Mures","MS",120478,,"46.5332811838","24.9621509906",1786,"CHIBED"
"Dichiseni","Calarasi","CL",93325,,"44.2309355803","27.5369459171",1785,"DICHISENI"
"Lădești","Valcea","VL",170685,,"44.8840952881","24.0459241434",1785,"LADESTI"
"Boldești-Gradiștea","Prahova","PH",132379,,"44.8648627468","26.5544291285",1781,"BOLDESTI-GRADISTEA"
"Măciuca","Valcea","VL",171101,,"44.7517905605","24.0150978104",1780,"MACIUCA"
"Dobreni","Neamt","NT",122285,,"47.0059228476","26.4192833201",1778,"DOBRENI"
"Grozești","Iasi","IS",97394,,"46.9922180833","28.0581939715",1776,"GROESTI"
"Sopot","Dolj","DJ",74242,,"44.4126820729","23.4938439514",1775,"SOPOT"
"Fârliug","Caras-Severin","CS",52785,,"45.4881089313","21.8493192915",1774,"FIRLIUG"
"Poian","Covasna","CV",64719,,"46.0687347099","26.1609115616",1774,"POIAN"
"Bănia","Caras-Severin","CS",51305,,"44.8762422614","22.0451306712",1772,"BANIA"
"Vișina Nouă","Olt","OT",130375,,"43.874340223","24.4182033149",1770,"VISINA NOUA"
"Fârdea","Timis","TM",156927,,"45.7403224123","22.1618202609",1770,"FIRDEA"
"Pogonești","Vaslui","VS",167259,,"46.1522938152","27.5322549985",1770,"POGONESTI"
"Panticeu","Cluj","CJ",58856,,"47.0428988225","23.5586853245",1763,"PANTICEU"
"Schela","Gorj","GJ",81987,,"45.136235828","23.341148408",1753,"SCHELA"
"Frăsinet","Calarasi","CL",102838,,"44.3211982965","26.8155686019",1753,"FRASINET"
"Vadu Săpat","Prahova","PH",136269,,"45.0397320063","26.3869962348",1751,"VADU SAPAT"
"Livezile","Timis","TM",159491,,"45.3902593407","21.0579432268",1750,"LIVEILE"
"Gârliciu","Constanta","CT",61808,,"44.7793285517","28.0946148732",1748,"GARLICIU"
"Fărăgău","Mures","MS",116723,,"46.7627482794","24.5175006307",1747,"FARAGAU"
"Poiana","Galati","GL",77587,,"45.9922805344","27.2560866273",1746,"POIANA"
"Arieșeni","Alba","AB",2381,,"46.4770761129","22.7558566915",1745,"ARIESENI"
"Schitu","Giurgiu","GR",104975,,"44.1423134121","25.8396091758",1742,"SCHITU"
"Grebenișu de Câmpie","Mures","MS",117275,,"46.6088056964","24.3117133457",1742,"GREBENISU DE CIMPIE"
"Vâlcelele","Calarasi","CL",94731,,"44.3883360135","27.1502239607",1741,"VILCELELE"
"Cărbunești","Prahova","PH",132486,,"45.220693241","26.2084712445",1741,"CARBUNESTI"
"Balaci","Teleorman","TR",151996,,"44.3435213862","24.9235013533",1739,"BALACI"
"Oboga","Olt","OT",127812,,"44.4244815571","24.087239916",1738,"OBOGA"
"Gura Padinii","Olt","OT",130339,,"43.7570446637","24.3161523296",1738,"GURA PADINII"
"Pochidia","Vaslui","VS",167311,,"46.0431789525","27.5874634409",1735,"POCHIDIA"
"Lelești","Gorj","GJ",80677,,"45.0936176723","23.2036295745",1734,"LELESTI"
"Cuzăplac","Salaj","SJ",140869,,"46.9661195023","23.1915821457",1734,"CUAPLAC"
"Mănăștiur","Timis","TM",157736,,"45.832725726","22.0656303547",1732,"MANASTIUR"
"Slobozia Mândra","Teleorman","TR",154344,,"43.9157624067","24.6991431481",1726,"SLOBOIA MANDRA"
"Pădureni","Timis","TM",159446,,"45.6003913072","21.2177286377",1726,"PADURENI"
"Viișoara","Teleorman","TR",154914,,"43.7798458672","25.1752004742",1722,"VIISOARA"
"Vărădia de Mureș","Arad","AR",12572,,"46.0096231345","22.1591019958",1716,"VARADIA DE MURES"
"Lăpușnicu Mare","Caras-Severin","CS",53103,,"44.8999230382","21.9433283856",1716,"LAPUSNICU MARE"
"Gârda de Sus","Alba","AB",4525,,"46.45610037","22.8304344577",1713,"GIRDA DE SUS"
"Perișor","Dolj","DJ",73594,,"44.1433105395","23.4750935351",1711,"PERISOR"
"Ciocani","Vaslui","VS",167268,,"46.2604365","27.5599449378",1711,"CIOCANI"
"Dobrin","Salaj","SJ",140958,,"47.2953529318","23.1319404769",1710,"DOBRIN"
"Ațel","Sibiu","SB",143995,,"46.1574913851","24.4678798634",1710,"ATEL"
"Beclean","Brasov","BV",40544,,"45.8316223556","24.9244979048",1709,"BECLEAN"
"Vârtop","Dolj","DJ",74732,,"44.2087331795","23.3483122773",1708,"VIRTOP"
"Voloiac","Mehedinti","MH",113974,,"44.6252521734","23.0952941352",1707,"VOLOIAC"
"Negrilești","Vrancea","VN",178885,,"45.9369681567","26.7063460637",1704,"NEGRILESTI"
"Camăr","Salaj","SJ",140440,,"47.2984289196","22.6203016453",1703,"CAMAR"
"Zam","Hunedoara","HD",92177,,"46.0054513156","22.444393535",1700,"ZAM"
"Scurtu Mare","Teleorman","TR",154068,,"44.3424671164","25.2701985724",1700,"SCURTU MARE"
"Târgușor","Constanta","CT",62985,,"44.4604935896","28.4159787159",1699,"TARGUSOR"
"Dalboșeț","Caras-Severin","CS",52570,,"44.8639880069","21.958542621",1698,"DALBOSET"
"Suatu","Cluj","CJ",59657,,"46.7723269226","23.9691595198",1697,"SUATU"
"Mischii","Dolj","DJ",73246,,"44.3931832741","23.8533744287",1693,"MISCHII"
"Oncești","Bacau","BC",23868,,"46.4773020899","27.2606061845",1691,"ONCESTI"
"Cezieni","Olt","OT",126102,,"44.182151185","24.2707468622",1691,"CEIENI"
"Scărișoara","Alba","AB",7197,,"46.457153698","22.8776248684",1690,"SCARISOARA"
"Nițchidorf","Timis","TM",157923,,"45.5809079066","21.5363789457",1689,"NITCHIDORF"
"Mădârjac","Iasi","IS",97777,,"47.0499434247","27.2618202493",1688,"MADIRJAC"
"Vidra","Alba","AB",8425,,"46.3675831465","22.8881062506",1685,"VIDRA"
"Târnova","Caras-Severin","CS",54350,,"45.338587029","22.0036955716",1685,"TIRNOVA"
"Bărbătești","Gorj","GJ",78828,,"44.8692798773","23.508216693",1684,"BARBATESTI"
"Aita Mare","Covasna","CV",63777,,"45.96678724","25.5641413917",1681,"AITA MARE"
"Sânmihaiu Almașului","Salaj","SJ",142676,,"47.0363115105","23.2696574346",1681,"SINMIHAIU ALMASULUI"
"Hurezani","Gorj","GJ",80506,,"44.8032676583","23.6482550869",1680,"HUREANI"
"Tauț","Arad","AR",12457,,"46.2905399086","21.9142127034",1677,"TAUT"
"Maia","Ialomita","IL",179800,,"44.7361571329","26.4015062845",1676,"MAIA"
"Beidaud","Tulcea","TL",159847,,"44.7184747761","28.5774245964",1675,"BEIDAUD"
"Băile Tușnad","Harghita","HR",83428,,"46.1480500772","25.859515092",1674,"BAILE TUSNAD"
"Arsura","Vaslui","VS",162149,,"46.8140435229","28.0258198813",1674,"ARSURA"
"Spineni","Olt","OT",128962,,"44.74149352","24.5352903818",1673,"SPINENI"
"Dobrotești","Dolj","DJ",74883,,"43.9614142353","24.1240527815",1671,"DOBROTESTI"
"Bucovăț","Timis","TM",159516,,"45.7556932728","21.383244822",1670,"BUCOVAT"
"Bălăceanu","Buau","BZ",44989,,"45.2465597845","27.1360414804",1668,"BALACEANU"
"Mădăraș","Mures","MS",120502,,"46.6048770627","24.4344556492",1667,"MADARAS"
"Colonești","Olt","OT",126228,,"44.6294294867","24.6745775947",1667,"COLONESTI"
"Cehal","Satu Mare","SM",137363,,"47.4265555307","22.5656699401",1667,"CEHAL"
"Cergău","Alba","AB",3805,,"46.0986934915","23.9228420791",1666,"CERGAU"
"Izvoru Berheciului","Bacau","BC",23127,,"46.5865365608","27.2202337641",1666,"IVORU BERHECIULUI"
"Jitia","Vrancea","VN",176551,,"45.5869064442","26.744716028",1666,"JITIA"
"Băbeni","Salaj","SJ",140084,,"47.3026699472","23.4026774257",1664,"BABENI"
"Vărșag","Harghita","HR",86311,,"46.5315546052","25.3390012036",1663,"VARSAG"
"Boița","Sibiu","SB",146021,,"45.6345387001","24.2603688229",1662,"BOITA"
"Săpata","Arges","AG",18581,,"44.7121991815","24.7520950426",1660,"SAPATA"
"Vlădaia","Mehedinti","MH",113929,,"44.3576673413","23.0275982367",1658,"VLADAIA"
"Pesceana","Valcea","VL",172279,,"44.8823868286","24.1380350862",1657,"PESCEANA"
"Amărăștii de Sus","Dolj","DJ",70673,,"43.9799724297","24.1571136758",1655,"AMARASTII DE SUS"
"Grecești","Dolj","DJ",72819,,"44.447691924","23.2811928963",1655,"GRECESTI"
"Fibiș","Timis","TM",159393,,"45.9727968924","21.4235522162",1655,"FIBIS"
"Balaciu","Ialomita","IL",92907,,"44.6355861626","26.9030562775",1653,"BALACIU"
"Nicolae Bălcescu","Calarasi","CL",104341,,"44.4494530222","26.7488274731",1646,"NICOLAE BALCESCU"
"Fărău","Alba","AB",4302,,"46.3379675295","24.0078592569",1643,"FARAU"
"Poienari","Neamt","NT",123709,,"46.8852831305","27.1330616593",1643,"POIENARI"
"Sălsig","Maramures","MM",108918,,"47.5193386971","23.3026962341",1642,"SALSIG"
"Priseaca","Olt","OT",128436,,"44.5154424606","24.4505616423",1642,"PRISEACA"
"Brădeni","Sibiu","SB",144376,,"46.0822795921","24.8328211605",1638,"BRADENI"
"Fântânele","Constanta","CT",63334,,"44.6127835439","28.5765460356",1636,"FINTINELE"
"Șincai","Mures","MS",119803,,"46.6548867257","24.3905020374",1636,"SINCAI"
"Ghercești","Dolj","DJ",72409,,"44.3556146935","23.897281827",1633,"GHERCESTI"
"Chiojdeanca","Prahova","PH",132645,,"45.1562516662","26.2710319241",1633,"CHIOJDEANCA"
"Beciu","Teleorman","TR",155083,,"44.0042924676","24.6657100897",1633,"BECIU"
"Criciova","Timis","TM",156534,,"45.6308919516","22.0736958129",1629,"CRICIOVA"
"Dobroteasa","Olt","OT",126772,,"44.7864286331","24.3553955591",1628,"DOBROTEASA"
"Bogdana","Vaslui","VS",162595,,"46.5266755637","27.6327772358",1628,"BOGDANA"
"Racu","Harghita","HR",86495,,"46.4517753254","25.7605998028",1625,"RACU"
"Bălteni","Olt","OT",130286,,"44.4488268275","24.5324696527",1625,"BALTENI"
"Boghești","Vrancea","VN",175260,,"46.1588679069","27.4095566586",1623,"BOGHESTI"
"Roșia de Secaș","Alba","AB",6930,,"46.0569521761","23.8886491667",1622,"ROSIA DE SECAS"
"Breaza","Suceava","SV",147205,,"47.6151441782","25.3203685885",1622,"BREAA"
