_row_id,event_type,judet,uat,data,lat,long,fond_cinegetic,numar_raport,nr_identificare,echipa_interventie,sex_urs,descriere_eveniment,metoda_interventie,adaugat_de,coord_status
2261_alungare,alungare,Prahova,MĂNECIU,,45.311699,26.006564,TELEAJEN 27,9670/07.07.2025,,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",,"Exemplar  care se afla in intravilan, nu se mai afla  la fata locului la sosirea echipei",Alungat,Crina Popa,swapped
2262_alungare,alungare,Prahova,MĂNECIU,,45.459030,25.949190,TELEJENEL 28,9672/07.07.2025,,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",Mascul,"Exemplar de 7 ani care se afla in curte, unde a produs pagube materiale, este vazut frecvent in zona, in zona exista cusca pentru capturare",Alungat,Crina Popa,swapped
2263_alungare,alungare,,TURIA,2025-06-20,,,,,,"primar, jandarmerie, paznic de vânătoare, medic veterinar",Femela cu pui,"În urma sesizărilor și evenimentelor din dta de 19.06.2025 a fost sesizat prezența urșilor în incinta Hotelului Balvanyos resort, pentru care a fost convocat comisia de intervenție. Procedura de alungare nu și-a dat rezultat, animalele au fost tranchilizate pentru relocare dar în timpul tranchilizării femela a devenit agresiv atacând membrii comisiei pentru care a fost nevoit extragerea prin impuscare.",Împușcare,Berde Lajos,
2263_impuscare,impuscare,,TURIA,,46.116890,25.943147,TURIA 17,6/23.06.2025,,"primar, jandarmerie, paznic de vânătoare, medic veterinar",Femela cu pui,"În urma sesizărilor și evenimentelor din dta de 19.06.2025 a fost sesizat prezența urșilor în incinta Hotelului Balvanyos resort, pentru care a fost convocat comisia de intervenție. Procedura de alungare nu și-a dat rezultat, animalele au fost tranchilizate pentru relocare dar în timpul tranchilizării femela a devenit agresiv atacând membrii comisiei pentru care a fost nevoit extragerea prin impuscare.",Împușcare,Berde Lajos,
2264_alungare,alungare,,ZAGON,,45.782229,26.120073,ZAGON 29,5838/20.06.2025,,"primar, jandarmerie, medic veterinar, paznic de vânătoare",Femela cu pui,"La data de 19.06.2025, in jurul orelor 9:00  în zona terenurilor extravilane ale satului Păpăuți, unde este amplasată o stână, un cioban a fost atacat de un urs, acesta fiind preluat de un elicopter SMURD în stare gravă. Pe data de 20.06.2025 prin telefon direct de la primarul localității zagon s-a constituit echipa confrom Ordinului 81/2021 pentru apariția ursului care a atacat... . De asemenea în aceași zi la orele 21:05 același animal si-a făcut apariția atacând un alt cioban fiind apelat serviciul unic de urgență 112, de către proprietarul stânei, dar până la aparițoe echipei de intervenție, acesta a fost alungat.",Alungat,Berde Lajos,
2265_alungare,alungare,,ZAGON,2025-06-20,,,,,,"primar, jandarmerie, medic veterinar, paznic de vânătoare",Femela cu pui,"Pe data 20.06.2025 prin telefon direct de la primarul localității Zagon s-a constituit echipa conform Ordin 81. Pentru apariția ursului care a atacat ciobanul inainte cu o zi. ca urmare sau adunat echipa de intervenție mai sus. S-a incercat alungarea, iar ursoaica a devenit agresivă neputând tranchiliza sa dispus recoltarea exemplarului respectivei si tranchilizarea celor 2 pui a ei să fie transportați la Bălan.",Împușcare,Berde Lajos,
2265_impuscare,impuscare,,ZAGON,,45.782229,26.120073,ZAGON 29,5839_20.06.2025,,"primar, jandarmerie, medic veterinar, paznic de vânătoare",Femela cu pui,"Pe data 20.06.2025 prin telefon direct de la primarul localității Zagon s-a constituit echipa conform Ordin 81. Pentru apariția ursului care a atacat ciobanul inainte cu o zi. ca urmare sau adunat echipa de intervenție mai sus. S-a incercat alungarea, iar ursoaica a devenit agresivă neputând tranchiliza sa dispus recoltarea exemplarului respectivei si tranchilizarea celor 2 pui a ei să fie transportați la Bălan.",Împușcare,Berde Lajos,
2266_alungare,alungare,,TURIA,2025-06-24,,,,,,"Primar, jandarmerie, paznic de vânătoare, medic veterinar",Femela,"În urma sesizării prezenței unei exemplare de urs în incinta Hotelului Balvanyos Resort, s-a convocat comisia de intervenție. Pentru rezolvarea situației s-a incercat tranchilizarea animalului care ineinte de a efectua substanta efectul, a devenit agresiv atacand membrii echipei si a fost nevoit extragerea prin impuscare.",Împușcare,Berde Lajos,
2266_impuscare,impuscare,,TURIA,,46.117501,25.943610,TURIA 17,8/26.06.2025,,"Primar, jandarmerie, paznic de vânătoare, medic veterinar",Femela,"În urma sesizării prezenței unei exemplare de urs în incinta Hotelului Balvanyos Resort, s-a convocat comisia de intervenție. Pentru rezolvarea situației s-a incercat tranchilizarea animalului care ineinte de a efectua substanta efectul, a devenit agresiv atacand membrii echipei si a fost nevoit extragerea prin impuscare.",Împușcare,Berde Lajos,
2267_alungare,alungare,,TURIA,,46.047693,26.047886,TURIA 17,9/26.06.2025,,"Primar, jandarmerie, paznic de vânătoare, medic veterinar",,În urma sesizărilor cu privire la prezenta unei exemplare de urs în intravilanul localității s-a convocat comisia de intervenție care a decis alungarea animalului cu diferite mijloace,Alungat,Berde Lajos,
2268_alungare,alungare,Covasna,ARCUŞ,,,,SUGAS 9,,,"Primar, paznic de vânătoare, medic veterinar",Mascul,În data de 27.06.2025 a fost sesizat prezența unei exemplare de urs. S-a convocat comisia de intervenție care după alungarea nereușită s-a decis la tranchilizarea și relocarea exemplarului. După tranchilizare s-a observat că exemplarul a mai fost relocat. După identificare animalul a fost relocat.,Relocat,Berde Lajos,
2268_relocare,relocare,Covasna,ARCUŞ,2025-06-27,46.612778,26.159444,SUGAS 9,4494_27.06.2025,TWPURS027,"Primar, paznic de vânătoare, medic veterinar",Mascul,În data de 27.06.2025 a fost sesizat prezența unei exemplare de urs. S-a convocat comisia de intervenție care după alungarea nereușită s-a decis la tranchilizarea și relocarea exemplarului. După tranchilizare s-a observat că exemplarul a mai fost relocat. După identificare animalul a fost relocat.,Relocat,Berde Lajos,
2269_alungare,alungare,Prahova,MĂNECIU,,45.458341,25.942653,TELEJENEL 28,9693/08.07.2025,,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",,"Exemplar de 4 ani care nu a mai fost gasit la sosirea echipei, nu mai era nici in imprejurimi",Alungat,Crina Popa,swapped
2270_alungare,alungare,,TURIA,,46.052578,26.046317,TURIA 17,10/30.06.2025,,"primar, jandarmerie, paznic de vânătoare, medic veterinar",,În urma sesizării prezenței de urs în intravilanul localității si a evenimentelor de atac din zilele trecute s-a convocat comisia de inetrvenție imediată. În fața locului s-a sesizat prezența unei exemplare care a fost alungat cu diferite mijloace.,Alungat,Berde Lajos,
2271_relocare,relocare,Prahova,MĂNECIU,2025-07-08,45.458415,25.949442,TELEJENEL 28,9694/08.07.2025,PH 050 URS,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",Mascul,"Exemplar de 8 ani care a fost capturat si crotaliat cu PH  050 URS, deoarece a produs mai multe pagube in zona, relocat pe acelasi fond cinegetic",Relocat,Crina Popa,swapped
2272_relocare,relocare,Brașov,RÂŞNOV,2025-07-04,45.592491,25.472062,RASNOV 26,13/14.07.2025,642098100342241 (URS 030),"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",Femela,"Ursul monitorizat si alungat din Zona Nicolae Bălcescu, or. Rasnov a fost capturat si relocat în zona Proviță, u.a. 30B, FC 26 Râșnov, Exemplar de urs femela varsta cca. 1 an și 6 luni și 60 kg",Relocat,Viorel Marean,
2273_alungare,alungare,Brașov,RÂŞNOV,,45.589449,25.474271,RASNOV 26,14/05.07.2025,,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",,"Alungare exemplar de urs tineret, sex nedeterminat. La momentul alungarii a lansat un atac fals si apoi s-a retras in pădure. Data si ora întocmirii raportului : 05.07.2025, ora 10.30.",Alungat,Viorel Marean,
2274_alungare,alungare,Brașov,RÂŞNOV,,45.589449,25.474271,RASNOV 26,15/05.07.2025,,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",,"Alungare exemplar de urs tineret, sex nedeterminat. La momentul alungarii a lansat un atac fals si apoi s-a retras in pădure. Data si ora întocmirii raportului : 05.07.2025, ora 13.30.",Alungat,Viorel Marean,
2275_alungare,alungare,,TULGHEŞ,2025-03-24,,,,,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",Mascul,"In urma apelurilor repetate la numarul 112 echipa de interventie a incercat alungarea ursului care a revenit in repetate tanduri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii bunurilor si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard,
2275_impuscare,impuscare,,TULGHEŞ,,46.879012,25.687619,REZU MARE 7,1566/24.03.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",Mascul,"In urma apelurilor repetate la numarul 112 echipa de interventie a incercat alungarea ursului care a revenit in repetate tanduri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii bunurilor si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard,
2276_alungare,alungare,Brașov,FUNDATA,,45.456942,25.281942,MOECIU 28,2/27.06.2025,,"Reprezentant UAT, Personal GFC, Medic veterinar",Femela cu pui,"În urma sesizărilor făcute de mai multe persoane s-au realizat acțiuni de alungare din intravilan în zona împădurită a mai multor exemplare de urs, Fundata - zona Drumu Carului.",Alungat,Iulia Ene,swapped
2277_alungare,alungare,Harghita,PRAID,,46.532934,25.114998,CORUND 39,5614/03.07.2025,,"ersonal jandarmerie, reprezentant UAT",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice.,Alungat,Szabo Szilard,
2278_alungare,alungare,Harghita,PRAID,,46.529476,25.122849,CORUND 39,5361/24.06.2025,,"Personal jandarmerie, reprezentant UAT",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
2279_alungare,alungare,Brașov,FUNDATA,,45.456942,26.281342,MOECIU 28,3/28.06.2025,,"Reprezentant UAT, Personal GFC, Medic veterinar, Apelant",Mascul,"În urma apelului la 112, echipa de intervenție s-a deplasat în Fundata, nr. 3G și a alungat un exemplar de urs din curtea unui imobil în zona împădurită.",Alungat,Iulia Ene,swapped
2280_alungare,alungare,Harghita,PRAID,,46.526509,25.120540,CORUND 39,5365/24.06.2025,,"ersonal jandarmerie, reprezentant UAT",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice .,Alungat,Szabo Szilard,
2281_alungare,alungare,Harghita,TOPLIŢA,,46.912627,25.355637,TOPLITA 1,27381/01.07.2025,,"ersonal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
2282_alungare,alungare,Brașov,FUNDATA,,45.456942,25.281943,MOECIU 28,4/04.07.2025,,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",,"În urma apelului la 112, echipa de intervenție a alungat 2 exemplare de urs din gospodăriile unor persoane din zona Drumu Carului. Exemplare alungate cu dificultate.",Alungat,Iulia Ene,
2283_alungare,alungare,Harghita,TOPLIŢA,,46.989715,25.481519,VOIVODEASA 2,27382/01.07.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
2284_alungare,alungare,Brașov,FUNDATA,,45.456942,25.281442,MOECIU 28,5/05.07.2025,,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",Mascul,"În urma apelului la 112, echipa de intervenție a alungat un exemplar de urs dintr-o gospodărie, Fundata nr. 2E.",Alungat,Iulia Ene,
2285_alungare,alungare,Harghita,SÂNDOMINIC,2025-06-30,,,,,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela,"Echipa de interventie a incercat alungarea ursului care a revenit in repetate randuri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii bunurilor si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard,
2285_impuscare,impuscare,Harghita,SÂNDOMINIC,,46.614785,25.804891,BALAN 15,4074/30.06.2025,642090002103649,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela,"Echipa de interventie a incercat alungarea ursului care a revenit in repetate randuri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii bunurilor si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard,
2286_eutanasiere,eutanasiere,Brașov,FUNDATA,,45.457384,25.283442,MOECIU 28,6/07.07.2025,,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",Mascul,"În urma apelurilor repetate la 112, in zona Drumu Carului - exemplar de urs care intra frecvent în gospodării - s-a amplasat cușca pentru capturare. Exemplarul capturat a fost tranchilizat și eutanasiat.",Eutanasiat,Iulia Ene,
2287_alungare,alungare,,CIUCSÂNGEORGIU,,46.351644,25.958038,SANMARTIN 24,3032/23.06.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",Femela cu pui,Echipa de interventie a efectuat alungarea unei femele de urs cu 2 pui din intravilanul localitatii prin mijloace acustice.,Alungat,Szabo Szilard,
2288_eutanasiere,eutanasiere,,MOIECIU,,45.495808,25.315087,MOECIU 28,6385/03.07.2025,,"Reprezentant UAT, Personal Jandarmerie, Medic veterinar, Personal GFC",Mascul,"Exemplar de urs care a pătruns în mod repetat în gospodăriile oamenilor, a omorât 2 bovine a fost capturat în cușcă și eutanasiat.",Eutanasiat,Iulia Ene,
2289_alungare,alungare,,CIUCSÂNGEORGIU,2025-06-21,,,,,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela,"Echipa de interventie a incercat tranchilizarea ursului care a revenit in repetate randuri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard,
2289_impuscare,impuscare,,CIUCSÂNGEORGIU,,46.349577,25.964162,SANMARTIN 24,3033/23.06.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela,"Echipa de interventie a incercat tranchilizarea ursului care a revenit in repetate randuri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard,
2290_alungare,alungare,Brașov,PREDEAL,,45.506761,25.577891,TIMIS 18,11383/08.07.2025,,"Reprezentant UAT, Personal Jandarmerie, Medic veterinar, Personal GFC",,Exemplar de urs alungat de pe strada Eroilor II  în zona împădurită cu petarde.,Alungat,Iulia Ene,
2291_alungare,alungare,Harghita,TOPLIŢA,,46.948866,25.290337,TOPLITA 1,fn./02.07.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice,Alungat,Szabo Szilard,
2292_alungare,alungare,Harghita,TOPLIŢA,2025-07-02,,,,,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",Femela cu pui,"Echipa de interventie a incercat alungarea ursului din intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard,
2292_impuscare,impuscare,Harghita,TOPLIŢA,,46.945635,25.289968,TOPLITA 1,fn./02.07.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",Femela cu pui,"Echipa de interventie a incercat alungarea ursului din intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard,
2293_alungare,alungare,Harghita,TOPLIŢA,,46.945875,25.289851,TOPLITA 1,fn./01.07.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
2294_alungare,alungare,Harghita,TOPLIŢA,,46.918120,25.344637,TOPLITA 1,fn/02.07.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",Femela cu pui,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
2295_alungare,alungare,Harghita,TOPLIŢA,,46.930784,25.355603,TOPLITA 1,27378/01.07.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
2296_alungare,alungare,Harghita,TOPLIŢA,,47.011273,25.486821,VOIVODEASA 2,27377/01.07.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa de interventie a efectuat alungarea unui exemplar de urs din gospodarie prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
2297_alungare,alungare,Harghita,TOPLIŢA,2025-07-19,,,,,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Mascul,"Echipa de interventie a incercat alungarea ursului care a revenit la gopodarie. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard,
2297_impuscare,impuscare,Harghita,TOPLIŢA,,47.010425,25.485912,VOIVODEASA 2,27379/01.07.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Mascul,"Echipa de interventie a incercat alungarea ursului care a revenit la gopodarie. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard,
2298_alungare,alungare,Harghita,ZETEA,2025-07-01,,,,,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",Mascul,In urma apelului la nr 112 ecipa s-a deplasat la ferma unde ursul a incercat sa patrunda in curtea ingradita unde a facut deja mai multe pagube la animale domestice.  Avand in vedere antecedentele si  faptul ca ursul prezenta un risc asupra securitatii s-a decis extragerea prin impuscare.,Împușcare,Szabo Szilard,
2298_impuscare,impuscare,Harghita,ZETEA,,46.464170,25.456870,IVO 35,20824/02.07.2025,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",Mascul,In urma apelului la nr 112 ecipa s-a deplasat la ferma unde ursul a incercat sa patrunda in curtea ingradita unde a facut deja mai multe pagube la animale domestice.  Avand in vedere antecedentele si  faptul ca ursul prezenta un risc asupra securitatii s-a decis extragerea prin impuscare.,Împușcare,Szabo Szilard,swapped
2299_alungare,alungare,Buzău,PĂTÂRLAGELE,,45.311310,26.363370,PATARLAGELE 30,5917,,"Reprezentant IJJ Buzău, reprezentant UAT Pătârlagele, paznic de vânătoare",,"A fost un apel 112, care anunță că în satul Crâng a fost văzut un urs în grădina proprietarului. Echipa de intervenție a ajuns în zona , dar ursul nu a mai fost găsit. Nu au fost pagube materiale.",Alungat,Mihaela Ifrim,swapped
2300_alungare,alungare,Buzău,PĂTÂRLAGELE,,45.321480,26.361700,PATARLAGELE 30,5938,,"Reprezentant IJJ Buzau, reprezentant UAT Pătârlagele,",,"În data de 09.07.2025, ora 6.40, a fost un apel la 1112, care anunță prezența unui urs în localitatea Patarlagele, str MArin Preda nr. 2 , in gospodaria proprietarului. La fata locului, era un gard rupt, , adăpostul animalelor distrus,  si 18 rate mancate de urs. Proprietarul a fost indrumat sa ceara despagubiri, conform cerintelor legale.",Alungat,Mihaela Ifrim,swapped
2301_alungare,alungare,Buzău,PĂTÂRLAGELE,,45.318484,26.351519,PATARLAGELE 30,5936,,"Reprezentant IJJ Buzău, reprezentant UAT Pătârlagele, paznic de vânătoare",,"În data de 8.07.2025, ora 20.25 s-a anuntat prezenta unui urs, prin apel 112, în satul Crang, unde se aflau mai multi copii., Apoi ursul s-a retras spre o zonă împădurită.",Alungat,Mihaela Ifrim,swapped
2302_alungare,alungare,Buzău,PĂTÂRLAGELE,,45.299924,26.361560,PATARLAGELE 30,5937,,"Reprezentant IJJ Buzau, reprezentant UAT Pătârlagele, reprezentant AJVPS Pătârlagele",,"În data de 08.07 .2025 ora 19.45, proprietarul unei case a anuntat prezenta unuir urs in satul Lunca.  Echipa de interventie a fost al fata locului , dar ursul nu mai era in zonă.",Alungat,Mihaela Ifrim,swapped
2303_alungare,alungare,Sibiu,PORUMBACU DE JOS,,45.694586,24.497302,PORUMBACU 5,14,,"Primar, reprezentanti politie, gestionar",Mascul,La sosirea echipei de intervenție ursul nu se mai afla în zonă,Alungat,Gabriela Capatana,
2304_alungare,alungare,Buzău,BECENI,,,,BECENI 41,5317,,"Reprezentant IJJ Buzău, reprezentanu UAT Beceni, reprezentant AJVPS Buzău.",,"În data de 08.07.2025 a fost anunțată prezența unui urs in strada Frunzișului, sat Izvorul dulce.  Ursul a fost alungat cu semnale sonore, luminoase de către echipa de intervenție. Nu au fost produse pagube.",Alungat,Mihaela Ifrim,
2305_alungare,alungare,Mureș,SOVATA,,46.607143,25.088335,,7370/12.06.2025   8870/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentat asociatie vanatoare, medic veterinar",Femela,"Alungare urs din intravilan oras Sovata, zona hotel Tivoli, cu semnale luminoase si sonore.",Alungat,Nagy Hajnal,
2306_alungare,alungare,Mureș,SOVATA,,46.607143,25.088336,,7368/12.06.2025    8869/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela,"Alungare din intravilanul localitatii Sovata, zona Hotel Tivoli.",Alungat,Nagy Hajnal,
2307_alungare,alungare,Mureș,SOVATA,,46.599652,25.040029,,7419/12.06.2025    8868/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Mascul,Alungare urs din localitatea Sovata Bai.,Alungat,Nagy Hajnal,
2308_alungare,alungare,Mureș,SOVATA,,46.594652,25.090029,,7467/16.06.2025    8866/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Mascul,"Alungare urs din intravilanul orasului Sovata, str. Campul Mic - Sovata Bai.",Alungat,Nagy Hajnal,
2309_alungare,alungare,Mureș,SOVATA,,46.599367,25.089584,,7088/08.06.2025      8865/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela,Alungare urs din intravilan oras Sovata,Alungat,Nagy Hajnal,
2310_alungare,alungare,Mureș,SOVATA,,46.599367,25.089584,,7089/09.06.2025    8864/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela,"Alungare urs din intravilan oras Sovata, str. Campul Mic.",Alungat,Nagy Hajnal,
2311_alungare,alungare,Mureș,SOVATA,,46.597529,25.078961,,7084/05.06.2025    8860/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela cu pui,"Alungare ursoaica cu 2 pui din intravilan oras Sovata, str. Bradului.",Alungat,Nagy Hajnal,
2312_alungare,alungare,Mureș,SOVATA,,46.600293,25.089276,,7085/04.06.2025     8859/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,Alungare urs din intravilan oras Sovata. str. Campul Mic.,Alungat,Nagy Hajnal,
2313_alungare,alungare,Mureș,SOVATA,,46.604431,25.084822,,7018/02.06.2025    8858/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,"Alungare urs din intravilan oras Sovata, zona Lacului Ursu.",Alungat,Nagy Hajnal,
2314_alungare,alungare,Mureș,SOVATA,,46.597529,25.078961,,6993/02.06.2025     8857/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela cu pui,"Alungare ursoaica cu 2 pui din intravilan oras Sovata, str. Bradului.",Alungat,Nagy Hajnal,
2315_alungare,alungare,Mureș,SOVATA,,46.599610,25.089950,,,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela,"Alungare ursoaica din intravilan oras Sovata, str. Campul Mic.",Alungat,Nagy Hajnal,
2316_alungare,alungare,Mureș,SOVATA,,46.599610,25.089950,,7032/04.06.2025     8854/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,"Alungare urs din intravilan oras Sovata, str. Campul Mic.",Alungat,Nagy Hajnal,
2317_alungare,alungare,Mureș,SOVATA,,46.599804,25.080471,,6971/02.06.2025   8853/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela,"Alungare ursoaica din intravilan oras Sovata, str. Campul Mic.",Alungat,Nagy Hajnal,
2318_alungare,alungare,Mureș,SOVATA,,46.600830,25.089973,,6972/02.06.2025    8852/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela,"Alungare ursoaica din intravilan oras Sovata, str.Campul Mic si alte strazi din apropiere, cu semnale luminoase.",Alungat,Nagy Hajnal,
2319_alungare,alungare,Mureș,SOVATA,,46.599578,25.089875,,6897/02.06.2025   8849/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Mascul,"Alungare urs din intravilanul orasului Sovata, str. Campul Mic.",Alungat,Nagy Hajnal,
2320_alungare,alungare,Mureș,SOVATA,,46.597410,25.078610,,,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela cu pui,"Alungare ursoaica cu 2 pui, din intravilan oras Sovata, str. Bradului.",Alungat,Nagy Hajnal,
2321_alungare,alungare,Mureș,SOVATA,,46.599578,25.089875,,6837/30.05.2025   8846/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Mascul,"Alungare urs din intravilanul orasului Sovata, str. Campul Mic.",Alungat,Nagy Hajnal,
2322_alungare,alungare,Mureș,SOVATA,,46.597410,25.078670,,6777/29.05.2025    8845/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela cu pui,"Alungare ursoaica cu 2 pui, din intravilan oras Sovata, str. Bradului.",Alungat,Nagy Hajnal,
2323_alungare,alungare,Mureș,SOVATA,,46.599552,25.090054,,6665/27.05.2025     8843/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela cu pui,Alungare ursoaica cu 3 pui din intravilan oras Sovata.,Alungat,Nagy Hajnal,
2324_alungare,alungare,Mureș,SOVATA,,46.599552,25.090054,,6573/26.05.2025      8842/01.07.2025,,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",Femela cu pui,"Alungare ursoaica cu 3 pui din intravilan oras Sovata, str. Trandafirului apoi str. Campul Mic.",Alungat,Nagy Hajnal,
